peak_id,SRR5800657,SRR5800660
peak6431,307,488
peak6432,9,45
peak6433,67,180
peak6434,87,157
peak6435,46,36
peak6436,12,57
peak6437,14,117
peak6438,60,38
peak6439,27,98
peak6440,43,40
peak6441,250,85
peak6442,101,154
peak6443,204,100
peak6444,31,43
peak6445,278,376
peak6446,81,103
peak6447,133,94
peak6448,362,441
peak6449,131,153
peak6450,117,84
peak6451,22,29
peak6452,58,125
peak6453,184,149
peak6454,74,51
peak6455,123,171
peak6456,173,128
peak6457,226,214
peak6458,239,237
peak6459,101,100
peak6460,96,151
peak6461,174,196
peak6462,272,250
peak6463,52,15
peak6464,181,264
peak6465,346,420
peak6466,59,70
peak6467,62,89
peak6468,43,34
peak6469,313,323
peak6470,28,21
peak6471,330,284
peak6472,30,33
peak6473,30,37
peak6474,35,72
peak6475,203,240
peak6476,28,79
peak6477,245,287
peak6478,255,204
peak6479,14,62
peak6480,135,157
peak6481,65,23
peak6482,247,250
peak6483,178,81
peak6484,98,115
peak6485,60,37
peak6486,47,3
peak6487,11,82
peak6488,85,82
peak6489,151,294
peak6490,168,73
peak6491,84,128
peak6492,144,159
peak6493,277,546
peak6494,711,977
peak6495,355,448
peak6496,67,102
peak6497,360,457
peak6498,57,120
peak6499,222,393
peak6500,176,272
peak6501,338,284
peak6502,135,156
peak6503,263,230
peak6504,98,135
peak6505,273,295
peak6506,320,75
peak6507,60,106
peak6508,20,27
peak6509,133,78
peak6510,4,44
peak6511,269,292
peak6512,37,118
peak6513,1,11
peak6514,38,22
peak6515,7,24
peak6516,4368,3025
peak6517,22,21
peak6518,3,17
peak6519,2,15
peak6520,3,17
peak6521,36,138
peak6522,7,5
peak6523,6,2
peak6524,6,50
peak6525,18,36
peak6526,14,2
peak6527,4,39
peak6528,94,173
peak6529,4,57
peak6530,97,140
peak6531,4,13
peak6532,10,19
peak6533,6,5
peak6534,4,24
peak6535,1,12
peak6536,0,11
peak6537,4,15
peak6538,0,13
peak6539,24,16
peak6540,6,25
peak6541,25,25
peak6542,110,81
peak6543,143,162
peak6544,61,85
peak6545,74,76
peak6546,39,117
peak6547,22,36
peak6548,20,71
peak6549,58,66
peak6550,4,45
peak6551,85,96
peak6552,30,66
peak6553,398,340
peak6554,119,263
peak6555,113,155
peak6556,189,261
peak6557,19,69
peak6558,257,308
peak6559,110,91
peak6560,15,79
peak6561,39,37
peak6562,14,6
peak6563,25,47
peak6564,28,73
peak6565,86,131
peak6566,41,25
peak6567,46,49
peak6568,132,151
peak6569,57,66
peak6570,173,236
peak6571,84,31
peak6572,53,74
peak6573,210,297
peak6574,80,100
peak6575,19,3
peak6576,295,335
peak6577,66,90
peak6578,69,85
peak6579,46,25
peak6580,22,28
peak6581,104,142
peak6582,27,111
peak6583,20,62
peak6584,17,57
peak6585,197,276
peak6586,25,102
peak6587,44,74
peak6588,14,69
peak6589,54,24
peak6590,114,39
peak6591,48,143
peak6592,15,60
peak6593,10,66
peak6594,36,24
peak6595,51,89
peak6596,79,100
peak6597,82,44
peak6598,43,52
peak6599,143,187
peak6600,113,156
peak6601,116,208
peak6602,18,21
peak6603,74,49
peak6604,188,315
peak6605,70,81
peak6606,456,700
peak6607,54,114
peak6608,7,3
peak6609,384,495
peak6610,12,101
peak6611,111,318
peak6612,12,4
peak6613,2,13
peak6614,11,6
peak6615,1,33
peak6616,2,17
peak6617,6,39
peak6618,46,55
peak6619,231,120
peak6620,81,85
peak6621,45,25
peak6622,73,176
peak6623,68,91
peak6624,238,253
peak6625,24749,15909
peak6626,10,53
peak6627,19,30
peak6628,823,942
peak6629,587,616
peak6630,7,12
peak6631,3,2
peak6632,6,0
peak6633,1,9
peak6634,8,1
peak6635,1,2
peak6636,2,1
peak6637,78,132
peak6638,147,242
peak6639,109,189
peak6640,42,52
peak6641,13,112
peak6642,15,43
peak6643,101,34
peak6644,178,237
peak6645,107,190
peak6646,95,132
peak6647,58,112
peak6648,269,379
peak6649,0,40
peak6650,12,24
peak6651,329,350
peak6652,117,224
peak6653,130,143
peak6654,720,735
peak6655,73,77
peak6656,175,217
peak6657,49,111
peak6658,80,208
peak6659,84,230
peak6660,318,498
peak6661,143,255
peak6662,114,98
peak6663,79,76
peak6664,139,192
peak6665,33,99
peak6666,125,179
peak6667,181,166
peak6668,107,171
peak6669,26,18
peak6670,24,129
peak6671,11,26
peak6672,7,21
peak6673,60,36
peak6674,190,231
peak6675,53,55
peak6676,8,35
peak6677,284,534
peak6678,211,167
peak6679,145,148
peak6680,166,173
peak6681,47,65
peak6682,38,36
peak6683,7,11
peak6684,4,10
peak6685,30,59
peak6686,122,231
peak6687,98,76
peak6688,67,101
peak6689,47,57
peak6690,47,57
peak6691,16,0
peak6692,69,105
peak6693,112,197
peak6694,77,62
peak6695,18,17
peak6696,9,45
peak6697,69,113
peak6698,49,88
peak6699,341,435
peak6700,36,69
peak6701,118,164
peak6702,67,73
peak6703,63,139
peak6704,60,120
peak6705,74,34
peak6706,16,12
peak6707,122,195
peak6708,148,176
peak6709,4,49
peak6710,20,76
peak6711,211,266
peak6712,84,121
peak6713,162,172
peak6714,80,52
peak6715,141,254
peak6716,53,26
peak6717,184,192
peak6718,2,34
peak6719,41,36
peak6720,45,76
peak6721,9,96
peak6722,28,22
peak6723,44,97
peak6724,63,47
peak6725,38,30
peak6726,141,95
peak6727,75,99
peak6728,120,140
peak6729,110,136
peak6730,58,23
peak6731,92,138
peak6732,34,46
peak6733,32,96
peak6734,0,18
peak6735,72,45
peak6736,46,29
peak6737,55,116
peak6738,61,12
peak6739,37,44
peak6740,46,35
peak6741,129,290
peak6742,67,88
peak6743,352,538
peak6744,23,79
peak6745,59,107
peak6746,2,11
peak6747,329,552
peak6748,50,232
peak6749,53,131
peak6750,96,146
peak6751,96,140
peak6752,337,368
peak6753,250,308
peak6754,134,61
peak6755,15,5
peak6756,152,111
peak6757,319,352
peak6758,190,188
peak6759,11,4
peak6760,30,3
peak6761,12,7
peak6762,69,21
peak6763,108,126
peak6764,41,72
peak6765,115,133
peak6766,194,186
peak6767,108,141
peak6768,167,256
peak6769,223,331
peak6770,46,95
peak6771,328,404
peak6772,122,167
peak6773,154,236
peak6774,65,89
peak6775,1,23
peak6776,38,77
peak6777,17,22
peak6778,1,12
peak6779,9,17
peak6780,3,14
peak6781,1,9
peak6782,6,29
peak6783,0,14
peak6784,9,9
peak6785,2,17
peak6786,6,25
peak6787,13,96
peak6788,28,33
peak6789,11,6
peak6790,23,13
peak6791,108,127
peak6792,289,232
peak6793,219,299
peak6794,94,134
peak6795,57,135
peak6796,116,234
peak6797,141,161
peak6798,36,120
peak6799,60,177
peak6800,9,8
peak6801,126,178
peak6802,2,13
peak6803,4,41
peak6804,83,225
peak6805,16,68
peak6806,2,24
peak6807,20,63
peak6808,39,86
peak6809,19,5
peak6810,9,3
peak6811,1,38
peak6812,31,57
peak6813,9,43
peak6814,49,71
peak6815,9,0
peak6816,13,89
peak6817,5,27
peak6818,65,76
peak6819,4,14
peak6820,0,62
peak6821,20,53
peak6822,14,67
peak6823,95,116
peak6824,0,9
peak6825,15,66
peak6826,225,231
peak6827,2,21
peak6828,86,55
peak6829,40,54
peak6830,212,204
peak6831,83,105
peak6832,64,44
peak6833,9,28
peak6834,0,33
peak6835,31,35
peak6836,16,25
peak6837,64,89
peak6838,19,28
peak6839,22,55
peak6840,9,1
peak6841,16,70
peak6842,103,91
peak6843,15,40
peak6844,42,80
peak6845,51,74
peak6846,42,72
peak6847,0,30
peak6848,308,313
peak6849,282,284
peak6850,120,306
peak6851,34,40
peak6852,109,135
peak6853,78,94
peak6854,192,230
peak6855,411,418
peak6856,249,278
peak6857,4,39
peak6858,27,121
peak6859,185,268
peak6860,689,812
peak6861,159,28
peak6862,101,61
peak6863,281,254
peak6864,313,420
peak6865,397,338
peak6866,66,46
peak6867,33,113
peak6868,276,317
peak6869,208,181
peak6870,284,187
peak6871,28,300
peak6872,100,61
peak6873,9,2
peak6874,90,101
peak6875,21,9
peak6876,118,19
peak6877,9,27
peak6878,114,114
peak6879,5,69
peak6880,339,253
peak6881,27,57
peak6882,0,14
peak6883,1,12
peak6884,7,15
peak6885,37,15
peak6886,43,110
peak6887,13,11
peak6888,5,25
peak6889,7,24
peak6890,14,8
peak6891,50,191
peak6892,12,37
peak6893,71,177
peak6894,4,26
peak6895,71,30
peak6896,2,11
peak6897,1,136
peak6898,107,128
peak6899,12,135
peak6900,34,73
peak6901,9,0
peak6902,73,70
peak6903,131,72
peak6904,7,18
peak6905,15,28
peak6906,31,99
peak6907,14,6
peak6908,8,20
peak6909,2,25
peak6910,44,40
peak6911,2,28
peak6912,11,15
peak6913,10,13
peak6914,50,75
peak6915,38,34
peak6916,8,26
peak6917,136,175
peak6918,40,51
peak6919,25,88
peak6920,59,71
peak6921,61,72
peak6922,84,62
peak6923,163,85
peak6924,68,100
peak6925,51,51
peak6926,36,41
peak6927,57,74
peak6928,144,139
peak6929,36,17
peak6930,18,48
peak6931,19,41
peak6932,123,170
peak6933,8,27
peak6934,95,65
peak6935,99,108
peak6936,130,133
peak6937,47,132
peak6938,18,105
peak6939,21,24
peak6940,11,43
peak6941,123,82
peak6942,8,3
peak6943,13,28
peak6944,7,32
peak6945,12,1
peak6946,16,43
peak6947,42,87
peak6948,24,26
peak6949,15,29
peak6950,11,3
peak6951,14,1
peak6952,9,7
peak6953,18,61
peak6954,2,35
peak6955,47,24
peak6956,9,45
peak6957,263,122
peak6958,126,106
peak6959,13,48
peak6960,1,17
peak6961,9,42
peak6962,2,11
peak6963,50,11
peak6964,40,16
peak6965,85,88
peak6966,41,42
peak6967,71,89
peak6968,104,132
peak6969,104,144
peak6970,45,8
peak6971,70,40
peak6972,49,54
peak6973,166,197
peak6974,89,105
peak6975,22,44
peak6976,26,19
peak6977,126,78
peak6978,57,49
peak6979,109,142
peak6980,127,99
peak6981,64,56
peak6982,60,107
peak6983,0,37
peak6984,119,164
peak6985,198,127
peak6986,226,223
peak6987,3,20
peak6988,188,337
peak6989,112,192
peak6990,276,265
peak6991,157,135
peak6992,20,3
peak6993,290,238
peak6994,40,355
peak6995,164,432
peak6996,42,121
peak6997,33,138
peak6998,286,338
peak6999,38,53
peak7000,8,71
peak7001,170,94
peak7002,61,93
peak7003,8,60
peak7004,88,82
peak7005,8,2
peak7006,162,194
peak7007,266,294
peak7008,115,238
peak7009,11,70
peak7010,196,442
peak7011,84,90
peak7012,5,27
peak7013,27,17
peak7014,3,29
peak7015,12,9
peak7016,11,29
peak7017,36,97
peak7018,81,12
peak7019,5,10
peak7020,59,77
peak7021,15,9
peak7022,25,38
peak7023,37,37
peak7024,165,143
peak7025,27,32
peak7026,165,85
peak7027,87,83
peak7028,201,162
peak7029,115,100
peak7030,135,72
peak7031,104,31
peak7032,0,33
peak7033,39,57
peak7034,165,67
peak7035,64,45
peak7036,23,14
peak7037,81,80
peak7038,125,106
peak7039,39,67
peak7040,56,79
peak7041,55,35
peak7042,82,76
peak7043,137,109
peak7044,31,52
peak7045,165,192
peak7046,28,26
peak7047,33,78
peak7048,135,171
peak7049,50,25
peak7050,1,7
peak7051,1,2
peak7052,101,140
peak7053,62,73
peak7054,121,67
peak7055,95,55
peak7056,42,43
peak7057,50,113
peak7058,39,13
peak7059,65,134
peak7060,65,54
peak7061,111,144
peak7062,124,214
peak7063,359,92
peak7064,22,7
peak7065,138,211
peak7066,29,41
peak7067,60,135
peak7068,37,44
peak7069,34,55
peak7070,26,26
peak7071,5,51
peak7072,58,87
peak7073,75,126
peak7074,229,227
peak7075,23,78
peak7076,93,83
peak7077,38,44
peak7078,280,359
peak7079,35,36
peak7080,53,63
peak7081,40,30
peak7082,151,193
peak7083,115,154
peak7084,5,13
peak7085,15,82
peak7086,90,81
peak7087,92,121
peak7088,337,452
peak7089,37,55
peak7090,43,40
peak7091,43,62
peak7092,91,87
peak7093,38,15
peak7094,65,102
peak7095,109,83
peak7096,40,52
peak7097,20,62
peak7098,19,41
peak7099,113,91
peak7100,153,111
peak7101,183,256
peak7102,34,13
peak7103,176,255
peak7104,76,134
peak7105,8,0
peak7106,12,57
peak7107,32,23
peak7108,224,151
peak7109,75,81
peak7110,123,73
peak7111,63,63
peak7112,126,105
peak7113,85,103
peak7114,35,47
peak7115,358,282
peak7116,90,133
peak7117,10,34
peak7118,103,190
peak7119,35,8
peak7120,58,52
peak7121,62,50
peak7122,34,7
peak7123,263,149
peak7124,41,54
peak7125,51,19
peak7126,158,162
peak7127,130,172
peak7128,7,2
peak7129,215,154
peak7130,57,169
peak7131,70,57
peak7132,130,174
peak7133,170,203
peak7134,61,76
peak7135,126,215
peak7136,19,78
peak7137,7,9
peak7138,8,13
peak7139,15,25
peak7140,137,128
peak7141,16,5
peak7142,38,23
peak7143,42,35
peak7144,60,40
peak7145,63,22
peak7146,39,19
peak7147,113,207
peak7148,88,45
peak7149,41,56
peak7150,69,68
peak7151,30,64
peak7152,12,86
peak7153,12,14
peak7154,33,45
peak7155,90,44
peak7156,66,74
peak7157,30,89
peak7158,55,48
peak7159,25,24
peak7160,19,20
peak7161,89,100
peak7162,152,131
peak7163,129,92
peak7164,51,60
peak7165,100,94
peak7166,122,74
peak7167,2,23
peak7168,11,42
peak7169,46,43
peak7170,9,47
peak7171,16,35
peak7172,4,33
peak7173,6,33
peak7174,7,30
peak7175,9,41
peak7176,52,97
peak7177,1,5
peak7178,3,5
peak7179,0,25
peak7180,11,31
peak7181,79,125
peak7182,37,59
peak7183,20,43
peak7184,254,237
peak7185,175,148
peak7186,7,16
peak7187,62,84
peak7188,4,127
peak7189,4,2
peak7190,2,1
peak7191,17,14
peak7192,2,2
peak7193,1,8
peak7194,7,19
peak7195,7,6
peak7196,4,1
peak7197,2,6
peak7198,0,5
peak7199,4,5
peak7200,5,7
peak7201,14,20
peak7202,3,3
peak7203,1,14
peak7204,0,15
peak7205,3,18
peak7206,2,6
peak7207,2,15
peak7208,59,233
peak7209,3,30
peak7210,0,21
peak7211,292,334
peak7212,60,90
peak7213,558,669
peak7214,368,443
peak7215,138,122
peak7216,22,29
peak7217,12,32
peak7218,4,9
peak7219,125,164
peak7220,91,146
peak7221,26,39
peak7222,54,87
peak7223,11,10
peak7224,45,32
peak7225,5,8
peak7226,2,3
peak7227,158,205
peak7228,9,27
peak7229,41,99
peak7230,189,158
peak7231,26,55
peak7232,16,44
peak7233,72,177
peak7234,38,96
peak7235,8,48
peak7236,42,23
peak7237,63,99
peak7238,29,24
peak7239,15,52
peak7240,33,87
peak7241,46,116
peak7242,62,91
peak7243,66,182
peak7244,70,81
peak7245,115,131
peak7246,54,40
peak7247,21,12
peak7248,26,41
peak7249,44,77
peak7250,123,198
peak7251,184,157
peak7252,78,77
peak7253,47,52
peak7254,28,89
peak7255,311,381
peak7256,54,76
peak7257,8,20
peak7258,62,93
peak7259,2,33
peak7260,35,64
peak7261,131,237
peak7262,47,49
peak7263,11,9
peak7264,98,126
peak7265,72,39
peak7266,41,19
peak7267,39,66
peak7268,61,105
peak7269,31,37
peak7270,74,151
peak7271,39,44
peak7272,77,124
peak7273,39,30
peak7274,57,47
peak7275,143,186
peak7276,33,20
peak7277,223,300
peak7278,66,119
peak7279,66,90
peak7280,20,23
peak7281,19,27
peak7282,34,70
peak7283,72,97
peak7284,114,181
peak7285,28,48
peak7286,34,59
peak7287,233,228
peak7288,39,53
peak7289,10,14
peak7290,19,56
peak7291,17,5
peak7292,9,22
peak7293,47,71
peak7294,233,213
peak7295,154,91
peak7296,80,122
peak7297,17,14
peak7298,24,10
peak7299,4,23
peak7300,142,111
peak7301,34,12
peak7302,53,42
peak7303,101,180
peak7304,58,61
peak7305,102,92
peak7306,146,177
peak7307,2,29
peak7308,68,85
peak7309,27,42
peak7310,119,122
peak7311,48,71
peak7312,170,133
peak7313,101,64
peak7314,164,225
peak7315,106,75
peak7316,43,72
peak7317,46,160
peak7318,104,57
peak7319,151,250
peak7320,80,52
peak7321,96,37
peak7322,211,258
peak7323,161,230
peak7324,129,109
peak7325,192,308
peak7326,74,103
peak7327,51,46
peak7328,146,216
peak7329,34,62
peak7330,55,227
peak7331,0,37
peak7332,125,155
peak7333,29,49
peak7334,47,117
peak7335,90,62
peak7336,40,60
peak7337,72,71
peak7338,40,33
peak7339,35,24
peak7340,105,121
peak7341,43,103
peak7342,90,234
peak7343,105,195
peak7344,38,63
peak7345,68,58
peak7346,142,134
peak7347,83,72
peak7348,78,52
peak7349,55,57
peak7350,81,85
peak7351,42,98
peak7352,59,46
peak7353,45,70
peak7354,20,44
peak7355,83,62
peak7356,82,98
peak7357,116,220
peak7358,199,226
peak7359,122,137
peak7360,325,49
peak7361,53,19
peak7362,20,14
peak7363,21,65
peak7364,18,34
peak7365,34,25
peak7366,55,11
peak7367,73,65
peak7368,53,13
peak7369,73,54
peak7370,35,65
peak7371,85,138
peak7372,4,20
peak7373,58,22
peak7374,121,242
peak7375,22,40
peak7376,46,56
peak7377,58,119
peak7378,65,63
peak7379,179,433
peak7380,172,279
peak7381,63,60
peak7382,31,30
peak7383,24,43
peak7384,38,14
peak7385,94,26
peak7386,70,85
peak7387,50,48
peak7388,62,73
peak7389,3,23
peak7390,96,146
peak7391,27,14
peak7392,76,163
peak7393,41,53
peak7394,47,105
peak7395,15,65
peak7396,67,63
peak7397,66,169
peak7398,43,57
peak7399,29,55
peak7400,83,81
peak7401,85,144
peak7402,19,61
peak7403,40,118
peak7404,8,57
peak7405,137,95
peak7406,68,172
peak7407,61,88
peak7408,43,24
peak7409,89,150
peak7410,59,77
peak7411,30,12
peak7412,72,105
peak7413,33,23
peak7414,21,68
peak7415,35,41
peak7416,41,65
peak7417,80,115
peak7418,117,194
peak7419,85,88
peak7420,137,196
peak7421,115,253
peak7422,50,112
peak7423,76,65
peak7424,156,94
peak7425,52,38
peak7426,261,381
peak7427,54,7
peak7428,66,226
peak7429,159,131
peak7430,49,74
peak7431,112,137
peak7432,100,179
peak7433,40,52
peak7434,58,82
peak7435,39,15
peak7436,99,118
peak7437,251,387
peak7438,133,143
peak7439,45,94
peak7440,320,438
peak7441,135,228
peak7442,93,150
peak7443,63,88
peak7444,185,171
peak7445,15,65
peak7446,15,74
peak7447,62,239
peak7448,32,167
peak7449,14,82
peak7450,6,13
peak7451,109,96
peak7452,12,9
peak7453,156,175
peak7454,235,356
peak7455,205,452
peak7456,88,160
peak7457,53,121
peak7458,286,250
peak7459,17,41
peak7460,82,93
peak7461,84,45
peak7462,27,95
peak7463,7,35
peak7464,22,4
peak7465,10,4
peak7466,14,35
peak7467,4,18
peak7468,0,9
peak7469,175,258
peak7470,6,1
peak7471,79,64
peak7472,69,57
peak7473,27,88
peak7474,109,155
peak7475,35,14
peak7476,80,39
peak7477,27,31
peak7478,17,85
peak7479,100,118
peak7480,95,70
peak7481,34,3
peak7482,238,183
peak7483,88,98
peak7484,66,103
peak7485,57,103
peak7486,34,31
peak7487,57,87
peak7488,155,258
peak7489,26,33
peak7490,73,95
peak7491,31,52
peak7492,42,50
peak7493,321,358
peak7494,91,106
peak7495,30,16
peak7496,54,68
peak7497,17,9
peak7498,21,67
peak7499,463,435
peak7500,39,28
peak7501,176,208
peak7502,25,28
peak7503,64,74
peak7504,132,286
peak7505,64,42
peak7506,10,30
peak7507,95,168
peak7508,13,69
peak7509,42,2
peak7510,43,24
peak7511,108,22
peak7512,14,44
peak7513,34,44
peak7514,27,56
peak7515,37,60
peak7516,69,86
peak7517,13,5
peak7518,20,30
peak7519,85,68
peak7520,17,41
peak7521,32,21
peak7522,17,37
peak7523,27,11
peak7524,57,35
peak7525,57,52
peak7526,15,31
peak7527,278,420
peak7528,7,13
peak7529,15,19
peak7530,255,342
peak7531,140,157
peak7532,154,149
peak7533,104,115
peak7534,66,99
peak7535,19,53
peak7536,17,4
peak7537,5,10
peak7538,3597,2940
peak7539,2,30
peak7540,6,1
peak7541,13,13
peak7542,11,4
peak7543,12,3
peak7544,42,39
peak7545,12,17
peak7546,26,17
peak7547,15,47
peak7548,7,63
peak7549,34,49
peak7550,26,50
peak7551,0,15
peak7552,9,34
peak7553,7,37
peak7554,34,11
peak7555,81,68
peak7556,35,12
peak7557,115,65
peak7558,74,76
peak7559,23,52
peak7560,30,40
peak7561,19,19
peak7562,68,68
peak7563,0,24
peak7564,48,12
peak7565,59,89
peak7566,125,120
peak7567,49,67
peak7568,57,46
peak7569,63,56
peak7570,40,43
peak7571,84,124
peak7572,34,54
peak7573,53,115
peak7574,51,58
peak7575,31,59
peak7576,2,41
peak7577,32,39
peak7578,107,123
peak7579,19,47
peak7580,103,45
peak7581,72,43
peak7582,202,225
peak7583,75,69
peak7584,40,42
peak7585,64,62
peak7586,41,39
peak7587,116,148
peak7588,66,60
peak7589,58,57
peak7590,90,115
peak7591,53,24
peak7592,26,99
peak7593,32,124
peak7594,54,86
peak7595,100,80
peak7596,100,78
peak7597,91,54
peak7598,36,64
peak7599,16,19
peak7600,52,60
peak7601,11,0
peak7602,52,47
peak7603,50,85
peak7604,29,36
peak7605,14,40
peak7606,129,47
peak7607,16,40
peak7608,13,18
peak7609,63,82
peak7610,48,34
peak7611,11,81
peak7612,31,41
peak7613,39,30
peak7614,26,54
peak7615,19,37
peak7616,35,40
peak7617,15,9
peak7618,31,55
peak7619,71,98
peak7620,50,119
peak7621,13,21
peak7622,32,71
peak7623,27,33
peak7624,28,38
peak7625,81,105
peak7626,9,41
peak7627,47,17
peak7628,10,2
peak7629,28,26
peak7630,67,83
peak7631,34,56
peak7632,14,12
peak7633,0,44
peak7634,68,127
peak7635,19,32
peak7636,44,50
peak7637,27,49
peak7638,56,43
peak7639,40,69
peak7640,42,29
peak7641,11,43
peak7642,12,15
peak7643,38,60
peak7644,37,38
peak7645,31,11
peak7646,130,150
peak7647,34,38
peak7648,27,41
peak7649,24,19
peak7650,11,2
peak7651,107,71
peak7652,3,28
peak7653,24,6
peak7654,6,43
peak7655,8,63
peak7656,36,88
peak7657,38,20
peak7658,20,74
peak7659,53,65
peak7660,71,70
peak7661,60,30
peak7662,140,114
peak7663,21,7
peak7664,44,47
peak7665,16,16
peak7666,3,29
peak7667,68,76
peak7668,88,123
peak7669,46,55
peak7670,22,51
peak7671,153,187
peak7672,29,76
peak7673,44,42
peak7674,60,113
peak7675,46,51
peak7676,3,53
peak7677,104,107
peak7678,175,157
peak7679,86,126
peak7680,86,96
peak7681,29,20
peak7682,9,20
peak7683,31,19
peak7684,211,266
peak7685,114,93
peak7686,289,231
peak7687,200,168
peak7688,185,209
peak7689,94,79
peak7690,103,116
peak7691,142,308
peak7692,361,274
peak7693,54,78
peak7694,182,165
peak7695,24,7
peak7696,169,160
peak7697,20,32
peak7698,142,197
peak7699,96,111
peak7700,64,42
peak7701,20,9
peak7702,62,112
peak7703,44,26
peak7704,205,175
peak7705,88,50
peak7706,188,139
peak7707,54,66
peak7708,35,41
peak7709,93,43
peak7710,9,33
peak7711,46,74
peak7712,69,94
peak7713,165,169
peak7714,136,162
peak7715,30,34
peak7716,29,24
peak7717,35,54
peak7718,148,263
peak7719,100,37
peak7720,129,185
peak7721,10,14
peak7722,10,37
peak7723,63,24
peak7724,11,40
peak7725,2,45
peak7726,15,58
peak7727,35,37
peak7728,65,49
peak7729,129,218
peak7730,36,39
peak7731,25,112
peak7732,57,103
peak7733,2,11
peak7734,5,29
peak7735,115,183
peak7736,46,61
peak7737,83,91
peak7738,79,112
peak7739,2,93
peak7740,45,67
peak7741,222,198
peak7742,133,183
peak7743,88,137
peak7744,523,655
peak7745,120,119
peak7746,126,217
peak7747,143,203
peak7748,51,103
peak7749,47,118
peak7750,70,216
peak7751,61,80
peak7752,3,5
peak7753,30,37
peak7754,53,53
peak7755,217,318
peak7756,230,300
peak7757,89,121
peak7758,39,44
peak7759,48,49
peak7760,121,88
peak7761,118,237
peak7762,45,81
peak7763,151,77
peak7764,93,52
peak7765,188,301
peak7766,68,159
peak7767,74,156
peak7768,90,68
peak7769,50,14
peak7770,195,347
peak7771,213,103
peak7772,95,86
peak7773,91,133
peak7774,32,8
peak7775,187,186
peak7776,85,88
peak7777,296,435
peak7778,194,402
peak7779,102,70
peak7780,57,114
peak7781,30,50
peak7782,194,131
peak7783,11,76
peak7784,82,169
peak7785,95,179
peak7786,284,315
peak7787,38,36
peak7788,66,93
peak7789,270,399
peak7790,8,16
peak7791,42,36
peak7792,23,19
peak7793,39,47
peak7794,105,199
peak7795,87,73
peak7796,147,169
peak7797,63,34
peak7798,53,28
peak7799,40,50
peak7800,15,29
peak7801,70,34
peak7802,151,126
peak7803,102,116
peak7804,43,18
peak7805,95,78
peak7806,55,69
peak7807,84,61
peak7808,74,76
peak7809,65,57
peak7810,170,192
peak7811,172,218
peak7812,39,27
peak7813,133,164
peak7814,22,10
peak7815,80,102
peak7816,50,78
peak7817,106,229
peak7818,168,262
peak7819,133,118
peak7820,53,84
peak7821,205,201
peak7822,177,137
peak7823,382,569
peak7824,157,186
peak7825,296,306
peak7826,81,83
peak7827,51,63
peak7828,124,168
peak7829,68,101
peak7830,283,394
peak7831,103,149
peak7832,32,37
peak7833,95,264
peak7834,220,134
peak7835,251,259
peak7836,7,15
peak7837,53,22
peak7838,144,114
peak7839,49,65
peak7840,5,20
peak7841,63,46
peak7842,65,72
peak7843,81,85
peak7844,280,148
peak7845,89,59
peak7846,194,193
peak7847,54,71
peak7848,233,226
peak7849,73,74
peak7850,21,58
peak7851,41,75
peak7852,90,123
peak7853,90,43
peak7854,213,307
peak7855,50,47
peak7856,149,87
peak7857,274,402
peak7858,38,40
peak7859,22,10
peak7860,127,118
peak7861,55,36
peak7862,168,123
peak7863,70,18
peak7864,72,127
peak7865,30,31
peak7866,50,45
peak7867,74,91
peak7868,14,40
peak7869,38,45
peak7870,412,585
peak7871,110,84
peak7872,35,20
peak7873,51,50
peak7874,84,111
peak7875,112,147
peak7876,45,49
peak7877,60,20
peak7878,50,41
peak7879,243,164
peak7880,138,197
peak7881,109,117
peak7882,95,114
peak7883,38,115
peak7884,135,279
peak7885,326,279
peak7886,59,73
peak7887,113,83
peak7888,137,107
peak7889,158,186
peak7890,41,25
peak7891,139,128
peak7892,72,99
peak7893,61,68
peak7894,102,78
peak7895,233,516
peak7896,32,96
peak7897,487,587
peak7898,107,219
peak7899,8,56
peak7900,186,114
peak7901,62,73
peak7902,113,153
peak7903,71,57
peak7904,29,19
peak7905,22,12
peak7906,120,146
peak7907,151,191
peak7908,122,28
peak7909,78,176
peak7910,38,6
peak7911,93,112
peak7912,44,41
peak7913,125,233
peak7914,61,32
peak7915,52,29
peak7916,97,70
peak7917,174,149
peak7918,83,121
peak7919,69,101
peak7920,225,244
peak7921,28,83
peak7922,44,53
peak7923,7,25
peak7924,228,303
peak7925,213,386
peak7926,56,74
peak7927,111,99
peak7928,169,145
peak7929,85,44
peak7930,1,19
peak7931,24,32
peak7932,135,138
peak7933,53,59
peak7934,49,27
peak7935,29,36
peak7936,26,18
peak7937,50,35
peak7938,44,102
peak7939,43,16
peak7940,100,83
peak7941,98,93
peak7942,286,332
peak7943,53,170
peak7944,96,106
peak7945,87,80
peak7946,79,56
peak7947,36,20
peak7948,22,26
peak7949,20,23
peak7950,81,105
peak7951,74,79
peak7952,40,43
peak7953,65,104
peak7954,67,73
peak7955,61,86
peak7956,136,93
peak7957,141,120
peak7958,47,14
peak7959,67,105
peak7960,103,62
peak7961,163,262
peak7962,76,67
peak7963,20,5
peak7964,18,12
peak7965,43,71
peak7966,55,52
peak7967,28,23
peak7968,101,140
peak7969,192,173
peak7970,13,84
peak7971,102,106
peak7972,72,58
peak7973,301,274
peak7974,66,58
peak7975,146,64
peak7976,57,49
peak7977,18,66
peak7978,52,45
peak7979,38,32
peak7980,34,36
peak7981,46,65
peak7982,78,68
