peak_id,SRR5800657,SRR5800660
peak11062,73,73
peak11063,101,59
peak11064,29,90
peak11065,124,96
peak11066,51,23
peak11067,57,73
peak11068,15,6
peak11069,18,58
peak11070,11,67
peak11071,174,128
peak11072,4,23
peak11073,2,46
peak11074,0,30
peak11075,86,99
peak11076,128,128
peak11077,34,31
peak11078,35,36
peak11079,47,45
peak11080,60,119
peak11081,33,30
peak11082,15,13
peak11083,3,22
peak11084,48,61
peak11085,3,27
peak11086,55,92
peak11087,30,37
peak11088,12,8
peak11089,112,58
peak11090,23,30
peak11091,66,98
peak11092,52,110
peak11093,95,142
peak11094,67,89
peak11095,70,59
peak11096,87,84
peak11097,75,105
peak11098,9,36
peak11099,57,82
peak11100,25,16
peak11101,14,21
peak11102,43,77
peak11103,22,35
peak11104,66,162
peak11105,64,36
peak11106,50,89
peak11107,46,14
peak11108,90,56
peak11109,26,41
peak11110,89,152
peak11111,115,187
peak11112,90,140
peak11113,63,81
peak11114,51,65
peak11115,3,50
peak11116,59,82
peak11117,63,177
peak11118,95,105
peak11119,98,122
peak11120,43,44
peak11121,6,16
peak11122,16,42
peak11123,58,69
peak11124,47,10
peak11125,31,23
peak11126,49,104
peak11127,41,77
peak11128,16,10
peak11129,58,63
peak11130,19,8
peak11131,147,151
peak11132,22,30
peak11133,39,14
peak11134,60,36
peak11135,26,12
peak11136,72,74
peak11137,108,141
peak11138,88,157
peak11139,72,69
peak11140,5,111
peak11141,5,28
peak11142,4,16
peak11143,3,0
peak11144,2,0
peak11145,0,9
peak11146,116,115
peak11147,2,14
peak11148,16,28
peak11149,7,48
peak11150,66,37
peak11151,1,20
peak11152,21,43
peak11153,6,31
peak11154,22,29
peak11155,20,96
peak11156,4,13
peak11157,23,8
peak11158,22,84
peak11159,9,52
peak11160,112,193
peak11161,48,290
peak11162,3,121
peak11163,307,256
peak11164,0,41
peak11165,62,295
peak11166,5,15
peak11167,5,26
peak11168,7,19
peak11169,8,8
peak11170,2,19
peak11171,0,16
peak11172,79,219
peak11173,2,15
peak11174,1,11
peak11175,27,33
peak11176,2,18
peak11177,189,398
peak11178,4,27
peak11179,258,579
peak11180,0,10
peak11181,23,27
peak11182,12,21
peak11183,18,36
peak11184,16,3
peak11185,2,21
peak11186,18,51
peak11187,64,166
peak11188,93,119
peak11189,10,7
peak11190,56,210
peak11191,3,81
peak11192,17,68
peak11193,106,151
peak11194,51,104
peak11195,150,160
peak11196,146,158
peak11197,209,179
peak11198,99,154
peak11199,16,47
peak11200,107,105
peak11201,4,14
peak11202,12,31
peak11203,32,22
peak11204,38,22
peak11205,173,377
peak11206,27,45
peak11207,202,255
peak11208,231,179
peak11209,39,24
peak11210,99,68
peak11211,71,80
peak11212,124,128
peak11213,143,76
peak11214,192,199
peak11215,12,39
peak11216,268,167
peak11217,164,347
peak11218,217,151
peak11219,265,346
peak11220,47,34
peak11221,112,121
peak11222,134,101
peak11223,163,192
peak11224,18,29
peak11225,52,33
peak11226,236,310
peak11227,150,179
peak11228,95,41
peak11229,62,69
peak11230,9,52
peak11231,80,252
peak11232,38,69
peak11233,33,40
peak11234,112,150
peak11235,53,36
peak11236,11,27
peak11237,119,157
peak11238,36,34
peak11239,35,130
peak11240,0,33
peak11241,172,200
peak11242,138,165
peak11243,35,111
peak11244,45,211
peak11245,11,37
peak11246,111,76
peak11247,496,491
peak11248,139,103
peak11249,134,154
peak11250,4,27
peak11251,5,24
peak11252,4,20
peak11253,14,11
peak11254,26,65
peak11255,22,6
peak11256,20,7
peak11257,1,17
peak11258,4,18
peak11259,0,23
peak11260,88,123
peak11261,4,14
peak11262,2,17
peak11263,0,11
peak11264,5,41
peak11265,8,70
peak11266,44,93
peak11267,4,86
peak11268,6,25
peak11269,0,59
peak11270,182,166
peak11271,225,385
peak11272,112,83
peak11273,54,63
peak11274,49,56
peak11275,68,104
peak11276,16,54
peak11277,11,7
peak11278,66,172
peak11279,5,31
peak11280,38,7
peak11281,95,220
peak11282,48,73
peak11283,122,61
peak11284,182,79
peak11285,249,169
peak11286,75,9
peak11287,121,97
peak11288,43,95
peak11289,120,80
peak11290,139,180
peak11291,103,91
peak11292,62,137
peak11293,78,91
peak11294,61,68
peak11295,1,20
peak11296,135,235
peak11297,199,198
peak11298,178,177
peak11299,0,67
peak11300,19,45
peak11301,27,47
peak11302,419,356
peak11303,29,47
peak11304,36,52
peak11305,66,136
peak11306,35,48
peak11307,218,151
peak11308,141,48
peak11309,113,90
peak11310,88,59
peak11311,141,109
peak11312,205,224
peak11313,101,122
peak11314,102,66
peak11315,135,87
peak11316,211,223
peak11317,302,336
peak11318,138,127
peak11319,157,129
peak11320,3,19
peak11321,150,170
peak11322,86,120
peak11323,329,148
peak11324,21,88
peak11325,52,108
peak11326,201,170
peak11327,246,208
peak11328,105,186
peak11329,75,80
peak11330,190,141
peak11331,48,107
peak11332,41,19
peak11333,6,53
peak11334,154,91
peak11335,64,76
peak11336,56,28
peak11337,332,231
peak11338,20,35
peak11339,5,36
peak11340,9,22
peak11341,95,88
peak11342,111,254
peak11343,128,91
peak11344,373,324
peak11345,216,253
peak11346,402,390
peak11347,112,73
peak11348,175,193
peak11349,174,182
peak11350,197,64
peak11351,3,15
peak11352,63,51
peak11353,91,77
peak11354,234,250
peak11355,230,158
peak11356,49,50
peak11357,11,6
peak11358,147,164
peak11359,39,95
peak11360,50,26
peak11361,356,626
peak11362,327,310
peak11363,0,41
peak11364,84,112
peak11365,0,63
peak11366,57,73
peak11367,80,105
peak11368,149,147
peak11369,26,7
peak11370,212,402
peak11371,22,29
peak11372,30,54
peak11373,143,231
peak11374,74,136
peak11375,73,115
peak11376,23,63
peak11377,51,58
peak11378,85,45
peak11379,42,109
peak11380,1,13
peak11381,0,38
peak11382,298,392
peak11383,51,98
peak11384,11,161
peak11385,4,53
peak11386,6,35
peak11387,14,22
peak11388,18,8
peak11389,12,3
peak11390,5,17
peak11391,26,39
peak11392,49,109
peak11393,56,121
peak11394,239,325
peak11395,153,264
peak11396,1,42
peak11397,50,16
peak11398,41,108
peak11399,150,162
peak11400,79,146
peak11401,55,42
peak11402,71,88
peak11403,54,80
peak11404,231,262
peak11405,14,17
peak11406,6,8
peak11407,13,43
peak11408,126,83
peak11409,22,19
peak11410,98,85
peak11411,26,76
peak11412,29,13
peak11413,15,23
peak11414,180,284
peak11415,7,18
peak11416,41,39
peak11417,35,30
peak11418,252,199
peak11419,61,79
peak11420,80,80
peak11421,23,36
peak11422,5,6
peak11423,5,6
peak11424,5,3
peak11425,3,7
peak11426,161,202
peak11427,671,779
peak11428,66,162
peak11429,236,235
peak11430,173,253
peak11431,416,486
peak11432,296,354
peak11433,62,49
peak11434,32,26
peak11435,199,282
peak11436,30,9
peak11437,333,485
peak11438,88,90
peak11439,74,70
peak11440,156,175
peak11441,93,105
peak11442,166,315
peak11443,30,58
peak11444,74,73
peak11445,35,81
peak11446,779,933
peak11447,72,54
peak11448,309,343
peak11449,92,157
peak11450,108,161
peak11451,3,17
peak11452,2,8
peak11453,0,62
peak11454,27,91
peak11455,39,109
peak11456,13,46
peak11457,11,60
peak11458,39,46
peak11459,6,60
peak11460,12,15
peak11461,3,22
peak11462,36,12
peak11463,3,46
peak11464,28,34
peak11465,7,22
peak11466,19,52
peak11467,0,40
peak11468,0,39
peak11469,1,9
peak11470,52,117
peak11471,29,22
peak11472,98,41
peak11473,57,21
peak11474,115,179
peak11475,24,27
peak11476,62,81
peak11477,22,24
peak11478,30,81
peak11479,18,36
peak11480,74,44
peak11481,35,50
peak11482,44,12
peak11483,29,26
peak11484,19,16
peak11485,82,81
peak11486,16,76
peak11487,82,95
peak11488,35,21
peak11489,25,26
peak11490,25,41
peak11491,19,50
peak11492,89,116
peak11493,31,13
peak11494,51,72
peak11495,89,103
peak11496,140,240
peak11497,8,56
peak11498,29,42
peak11499,31,55
peak11500,17,35
peak11501,17,33
peak11502,32,12
peak11503,43,33
peak11504,55,23
peak11505,124,121
peak11506,38,46
peak11507,111,118
peak11508,61,56
peak11509,66,84
peak11510,1,24
peak11511,16,71
peak11512,2,11
peak11513,9,42
peak11514,6,23
peak11515,0,6
peak11516,4,3
peak11517,3,2
peak11518,3,6
peak11519,9,7
peak11520,4,4
peak11521,4,6
peak11522,76,251
peak11523,0,88
peak11524,30,2
peak11525,40,100
peak11526,12,81
peak11527,58,139
peak11528,38,132
peak11529,19,136
peak11530,11,33
peak11531,9,33
peak11532,36,226
peak11533,11,59
peak11534,38,119
peak11535,16,21
peak11536,2,14
peak11537,5,7
peak11538,11,84
peak11539,0,18
peak11540,70,97
peak11541,20,52
peak11542,27,41
peak11543,39,72
peak11544,34,67
peak11545,62,85
peak11546,16,87
peak11547,27,51
peak11548,111,190
peak11549,3,42
peak11550,146,276
peak11551,25,127
peak11552,58,40
peak11553,61,80
peak11554,25,13
peak11555,105,193
peak11556,71,70
peak11557,78,140
peak11558,13,46
peak11559,8,33
peak11560,147,180
peak11561,196,201
peak11562,112,110
peak11563,115,197
peak11564,76,73
peak11565,2,38
peak11566,61,30
peak11567,0,11
peak11568,157,202
peak11569,105,126
peak11570,77,210
peak11571,45,37
peak11572,64,113
peak11573,40,101
peak11574,68,200
peak11575,37,70
peak11576,44,46
peak11577,28,24
peak11578,97,177
peak11579,8,86
peak11580,19,6
peak11581,70,124
peak11582,37,94
peak11583,31,53
peak11584,78,171
peak11585,5,34
peak11586,24,68
peak11587,0,19
peak11588,100,28
peak11589,2,14
peak11590,30,24
peak11591,29,55
peak11592,160,182
peak11593,213,291
peak11594,66,71
peak11595,25,36
peak11596,199,272
peak11597,211,291
peak11598,17,108
peak11599,39,150
peak11600,134,111
peak11601,119,245
peak11602,20,107
peak11603,3,17
peak11604,12,36
peak11605,137,196
peak11606,35,64
peak11607,2,20
peak11608,2,21
peak11609,61,108
peak11610,53,122
peak11611,11,23
peak11612,120,122
peak11613,20,44
peak11614,46,61
peak11615,51,37
peak11616,58,110
peak11617,230,111
peak11618,76,103
peak11619,139,157
peak11620,12,42
peak11621,34,59
peak11622,82,46
peak11623,145,139
peak11624,39,21
peak11625,65,43
peak11626,86,38
peak11627,55,25
peak11628,51,20
peak11629,140,95
peak11630,85,66
peak11631,138,120
peak11632,113,40
peak11633,80,104
peak11634,150,92
peak11635,6,64
peak11636,14,6
peak11637,76,47
peak11638,22,41
peak11639,37,130
peak11640,13,28
peak11641,41,7
peak11642,97,106
peak11643,4,39
peak11644,13,19
peak11645,28,62
peak11646,4,30
peak11647,184,249
peak11648,8,24
peak11649,61,67
peak11650,54,62
peak11651,113,109
peak11652,116,141
peak11653,188,135
peak11654,89,117
peak11655,52,138
peak11656,105,190
peak11657,365,508
peak11658,215,284
peak11659,3,57
peak11660,214,253
peak11661,24,6
peak11662,118,93
peak11663,61,105
peak11664,48,89
peak11665,10,40
peak11666,48,123
peak11667,19,41
peak11668,53,43
peak11669,20,44
peak11670,64,125
peak11671,38,128
peak11672,18,2
peak11673,85,107
peak11674,11,5
peak11675,27,88
peak11676,3,13
peak11677,5,62
peak11678,10,43
peak11679,45,160
peak11680,37,66
peak11681,253,285
peak11682,46,87
peak11683,128,170
peak11684,6,32
peak11685,12,25
peak11686,23,47
peak11687,166,202
peak11688,38,2
peak11689,25,5
peak11690,11,32
peak11691,9,54
peak11692,109,151
peak11693,225,265
peak11694,31,18
peak11695,13,32
peak11696,87,150
peak11697,8,33
peak11698,24,34
peak11699,262,288
peak11700,79,124
peak11701,41,21
peak11702,31,59
peak11703,42,111
peak11704,231,339
peak11705,92,94
peak11706,44,32
peak11707,70,52
peak11708,15,84
peak11709,103,29
peak11710,33,42
peak11711,60,65
peak11712,18,50
peak11713,0,27
peak11714,42,46
peak11715,61,77
peak11716,107,118
peak11717,60,90
peak11718,36,22
peak11719,115,137
peak11720,140,150
peak11721,23,21
peak11722,20,23
peak11723,138,161
peak11724,95,183
peak11725,146,208
peak11726,51,53
peak11727,46,82
peak11728,146,198
peak11729,60,131
peak11730,138,171
peak11731,35,38
peak11732,88,78
peak11733,56,46
peak11734,134,82
peak11735,41,61
peak11736,215,223
peak11737,38,74
peak11738,56,43
peak11739,69,132
peak11740,32,8
peak11741,70,56
peak11742,119,105
peak11743,121,178
peak11744,32,47
peak11745,150,197
peak11746,79,108
peak11747,14,68
peak11748,56,106
peak11749,80,78
peak11750,2,57
peak11751,115,153
peak11752,13,19
peak11753,35,38
peak11754,32,25
peak11755,45,60
peak11756,80,73
peak11757,75,76
peak11758,30,34
peak11759,211,240
peak11760,46,48
peak11761,21,61
peak11762,132,119
peak11763,12,21
peak11764,85,63
peak11765,49,72
peak11766,166,159
peak11767,34,21
peak11768,5,12
peak11769,48,65
peak11770,113,150
peak11771,200,235
peak11772,341,408
peak11773,60,56
peak11774,65,43
peak11775,196,310
peak11776,90,131
peak11777,74,73
peak11778,49,39
peak11779,162,250
peak11780,57,24
peak11781,74,54
peak11782,145,126
peak11783,49,70
peak11784,101,84
peak11785,87,88
peak11786,56,56
peak11787,27,63
peak11788,77,65
peak11789,38,20
peak11790,33,19
peak11791,129,115
peak11792,112,76
peak11793,28,22
peak11794,22,22
peak11795,47,61
peak11796,82,82
peak11797,128,98
peak11798,39,44
peak11799,35,27
peak11800,17,58
peak11801,57,78
peak11802,14,38
peak11803,110,143
peak11804,48,110
peak11805,22,6
peak11806,89,118
peak11807,207,242
peak11808,39,40
peak11809,28,78
peak11810,180,70
peak11811,18,19
peak11812,32,49
peak11813,32,32
peak11814,31,73
peak11815,20,39
peak11816,181,305
peak11817,70,61
peak11818,14,11
peak11819,401,512
peak11820,26,33
peak11821,125,359
peak11822,19,82
peak11823,8,17
peak11824,17,39
peak11825,70,61
peak11826,39,79
peak11827,133,108
peak11828,37,19
peak11829,57,108
peak11830,27,74
peak11831,46,99
peak11832,36,20
peak11833,154,215
peak11834,60,86
peak11835,100,98
peak11836,61,98
peak11837,212,245
peak11838,35,48
peak11839,42,94
peak11840,31,25
peak11841,104,68
peak11842,65,128
peak11843,135,167
peak11844,8,27
peak11845,19,43
peak11846,43,130
peak11847,94,85
peak11848,77,91
peak11849,15,29
peak11850,175,178
peak11851,26,22
peak11852,446,517
peak11853,8,6
peak11854,37,36
peak11855,6,3
peak11856,14,11
peak11857,137,157
peak11858,4,3
peak11859,5,5
peak11860,1,0
peak11861,0,9
peak11862,3,18
peak11863,49,113
peak11864,46,102
peak11865,34,71
peak11866,37,78
peak11867,26,64
peak11868,74,152
peak11869,18,70
peak11870,10,39
peak11871,42,76
peak11872,83,234
peak11873,202,459
peak11874,20,52
peak11875,12,68
peak11876,125,227
peak11877,7,28
peak11878,218,447
peak11879,35,83
peak11880,397,597
peak11881,75,65
peak11882,217,457
peak11883,27,42
peak11884,32,69
peak11885,50,109
peak11886,90,211
peak11887,46,125
peak11888,683,1308
peak11889,557,859
peak11890,8,21
peak11891,51,59
peak11892,136,143
peak11893,65,99
peak11894,25,43
peak11895,100,113
peak11896,59,106
peak11897,72,99
peak11898,189,227
peak11899,25,52
peak11900,75,122
peak11901,23,12
peak11902,5,3
peak11903,10,9
peak11904,5,1
peak11905,0,12
peak11906,23,24
peak11907,40,32
peak11908,94,140
peak11909,77,152
peak11910,19,18
peak11911,9,9
peak11912,18,51
peak11913,18,21
peak11914,16,20
peak11915,11,7
peak11916,17,51
peak11917,73,59
peak11918,37,7
peak11919,26,49
peak11920,62,94
peak11921,54,32
peak11922,97,114
peak11923,53,61
peak11924,55,100
peak11925,4,24
peak11926,12,22
peak11927,4,35
peak11928,12,15
peak11929,5,13
peak11930,12,57
peak11931,19,27
peak11932,53,76
peak11933,21,21
peak11934,12,25
peak11935,29,6
peak11936,32,36
peak11937,1037,1211
peak11938,144,151
peak11939,41,48
peak11940,155,132
peak11941,25,43
peak11942,6,15
peak11943,34,88
peak11944,6,36
peak11945,52,39
peak11946,34,57
peak11947,499,662
peak11948,17,8
peak11949,10,12
peak11950,2,10
peak11951,2904,11557
peak11952,57,50
peak11953,263,463
peak11954,133,133
peak11955,96,121
peak11956,61,62
peak11957,45,92
peak11958,43,66
peak11959,7,7
peak11960,34,82
peak11961,4,26
peak11962,7,23
peak11963,133,172
peak11964,5,8
peak11965,257,318
peak11966,22,32
peak11967,49,57
peak11968,562,615
peak11969,242,330
peak11970,25,37
peak11971,37,47
peak11972,413,520
peak11973,135,143
peak11974,125,110
peak11975,63,68
peak11976,36,47
peak11977,14,14
peak11978,30,58
peak11979,30,28
peak11980,15,8
peak11981,9,7
peak11982,66,79
peak11983,734,858
peak11984,64,96
peak11985,276,320
peak11986,12,23
peak11987,13,37
peak11988,49,79
peak11989,65,99
peak11990,14,13
peak11991,25,30
peak11992,55,55
peak11993,28,50
peak11994,1,11
peak11995,0,6
peak11996,61,31
peak11997,9,17
peak11998,116,153
peak11999,26,39
peak12000,79,47
peak12001,16,5
peak12002,68,96
peak12003,16,10
peak12004,24,29
peak12005,14,20
peak12006,37,45
peak12007,27,38
peak12008,17,20
peak12009,8,7
peak12010,20,17
peak12011,21,16
peak12012,18,18
peak12013,41,33
peak12014,13,15
peak12015,46,64
peak12016,8,33
peak12017,11,2
peak12018,25,99
peak12019,18,44
peak12020,25,18
peak12021,5,1
peak12022,4,22
peak12023,15,16
peak12024,22,26
peak12025,92,86
peak12026,34,18
peak12027,13,16
peak12028,45,31
peak12029,2,3
peak12030,43,37
peak12031,65,75
peak12032,37,48
peak12033,31,49
peak12034,140,187
peak12035,27,45
peak12036,59,115
peak12037,243,143
peak12038,5,10
peak12039,1,25
peak12040,13,36
peak12041,21,42
peak12042,17,11
peak12043,8,23
peak12044,55,50
peak12045,5,2
peak12046,46,63
peak12047,22,5
peak12048,23,27
peak12049,4,41
peak12050,40,94
peak12051,82,71
peak12052,4,6
peak12053,0,0
peak12054,16,13
peak12055,25,16
peak12056,74,80
peak12057,32,12
peak12058,19,15
peak12059,60,113
peak12060,111,227
peak12061,27,29
peak12062,39,38
peak12063,23,25
peak12064,1,11
peak12065,20,10
peak12066,29,37
peak12067,26,26
peak12068,21,42
peak12069,49,33
peak12070,0,23
peak12071,30,41
peak12072,1,20
peak12073,2,1
peak12074,1,2
peak12075,4,3
peak12076,11,7
peak12077,2,10
peak12078,1,6
peak12079,11,21
peak12080,3,7
peak12081,7,21
peak12082,0,1
peak12083,6,5
peak12084,40,61
peak12085,8,5
peak12086,32,49
peak12087,32,35
peak12088,41,22
peak12089,65,99
peak12090,54,56
peak12091,12,22
peak12092,33,73
peak12093,22,42
peak12094,61,39
peak12095,39,40
peak12096,26,34
peak12097,10,44
peak12098,60,64
peak12099,42,37
peak12100,12,32
peak12101,2,3
peak12102,1,4
peak12103,9,3
peak12104,2,3
peak12105,8,27
peak12106,84,75
peak12107,24,38
peak12108,8,3
peak12109,48,46
peak12110,3,3
peak12111,8,3
peak12112,71,93
peak12113,84,60
peak12114,129,101
peak12115,123,45
peak12116,5,0
peak12117,10,5
peak12118,1,4
peak12119,4,17
peak12120,5,19
peak12121,947,1487
peak12122,54,166
peak12123,23,21
peak12124,24,20
peak12125,6,21
peak12126,35,112
peak12127,2,6
peak12128,3,0
peak12129,11,10
peak12130,3,4
peak12131,6,6
peak12132,6,19
peak12133,19,3
peak12134,5,18
peak12135,21,44
peak12136,23,7
peak12137,20,13
peak12138,17,9
peak12139,12,19
peak12140,18,15
peak12141,27,30
peak12142,36,11
peak12143,13,3
peak12144,1,18
peak12145,26,15
peak12146,83,119
peak12147,10,39
peak12148,36,34
peak12149,19,23
peak12150,14,26
peak12151,15,10
peak12152,0,19
peak12153,10,22
peak12154,22,70
peak12155,69,61
peak12156,6,8
peak12157,27,97
peak12158,29,63
peak12159,5,4
peak12160,393,1934
peak12161,177,559
peak12162,234,1022
peak12163,2247,2945
peak12164,8,9
peak12165,2,2
peak12166,26,43
peak12167,14,15
peak12168,10,12
peak12169,480,472
peak12170,39,57
peak12171,43,53
peak12172,1,12
peak12173,91,428
peak12174,326,1497
peak12175,1,22
peak12176,37,64
peak12177,16,62
peak12178,35,71
peak12179,45,40
peak12180,51,53
peak12181,84,142
peak12182,34,58
peak12183,9,7
peak12184,9,2
peak12185,2,24
peak12186,98,152
peak12187,8,33
peak12188,6,25
peak12189,12,5
peak12190,1540,1969
peak12191,6,12
peak12192,64,76
peak12193,608,683
peak12194,25,29
peak12195,5,3
peak12196,12,21
peak12197,41,97
peak12198,4,5
peak12199,10,4
peak12200,26,42
peak12201,14,52
peak12202,30,73
peak12203,18,26
peak12204,64,109
peak12205,272,290
peak12206,32,43
peak12207,12,6
peak12208,29,78
peak12209,9,20
peak12210,9,16
peak12211,9,13
peak12212,5,16
peak12213,5,21
peak12214,21,28
peak12215,25,61
peak12216,7,26
peak12217,26,59
peak12218,1,2
peak12219,23,15
peak12220,24,90
peak12221,35,116
peak12222,4,10
peak12223,42,53
peak12224,9,22
peak12225,31,58
peak12226,16,56
peak12227,40,90
peak12228,15,12
peak12229,5,6
peak12230,22,7
peak12231,254,449
peak12232,4,0
peak12233,4,8
peak12234,52,36
peak12235,4,11
peak12236,6,5
peak12237,15,13
peak12238,7,7
peak12239,4,23
peak12240,32,23
peak12241,26,37
peak12242,49,65
peak12243,71,98
peak12244,55,93
peak12245,10,23
peak12246,48,106
peak12247,35,39
peak12248,31,49
peak12249,59,95
peak12250,52,115
peak12251,9,36
peak12252,43,86
peak12253,171,138
peak12254,53,99
peak12255,17,30
peak12256,46,64
peak12257,15,6
peak12258,12,10
peak12259,35,68
peak12260,37,41
peak12261,20,69
peak12262,22,84
peak12263,5,54
peak12264,12,45
peak12265,20,94
peak12266,21,45
peak12267,8,30
peak12268,2,36
peak12269,4,16
peak12270,18,16
peak12271,4,34
peak12272,19,42
peak12273,22,32
peak12274,33,24
peak12275,6,50
peak12276,11,26
peak12277,11,60
peak12278,5,25
peak12279,19,43
peak12280,19,39
peak12281,54,51
peak12282,38,53
peak12283,29,55
peak12284,29,15
peak12285,55,54
peak12286,10,40
peak12287,48,39
peak12288,45,62
peak12289,22,4
peak12290,39,71
peak12291,21,43
peak12292,10,58
peak12293,88,79
peak12294,50,49
peak12295,7,24
peak12296,22,35
peak12297,3,0
peak12298,2,26
peak12299,132,100
peak12300,2,17
peak12301,19,53
peak12302,13,74
peak12303,6,33
peak12304,8,38
peak12305,11,7
peak12306,31,115
peak12307,8,23
peak12308,3,7
